NODE-SESSION-ID,HOSTNAME,REMOTE-ADDRESS,ACCOUNT,STATUS,RESULT,EXIT-NUM,FORCE-STOP,START-DATE,END-DATE,STDOUT,STDERR
2dfeada3-c03d-4b26-bf91-4069bb28c830,ip-172-31-35-147.ap-northeast-2.compute.internal,54.180.142.97,root,C,S,0,N,2024-02-21T11:28:10+09:00,2024-02-21T11:28:10+09:00,No content.,No content.
